Категория,Ссылка на товар,Полное название,Бренд,Тип товара,Название у поставщика,Состав,Назначение,Описание
1   undetected_chromedriver             0x00000001032d1ffa undetected_chromedriver + 6807546
2   undetected_chromedriver             0x0000000102cc28d0 undetected_chromedriver + 452816
3   undetected_chromedriver             0x0000000102d09094 undetected_chromedriver + 741524
4   undetected_chromedriver             0x0000000102d3ca66 undetected_chromedriver + 952934
5   undetected_chromedriver             0x0000000102d36d71 undetected_chromedriver + 929137
6   undetected_chromedriver             0x0000000102d36577 undetected_chromedriver + 927095
7   undetected_chromedriver             0x0000000102c88f4f undetected_chromedriver + 216911
8   undetected_chromedriver             0x00000001032926a7 undetected_chromedriver + 6547111
9   undetected_chromedriver             0x0000000103296a94 undetected_chromedriver + 6564500
10  undetected_chromedriver             0x000000010327245a undetected_chromedriver + 6415450
11  undetected_chromedriver             0x0000000103297518 undetected_chromedriver + 6567192
12  undetected_chromedriver             0x0000000103261830 undetected_chromedriver + 6346800
13  undetected_chromedriver             0x0000000102c86bd3 undetected_chromedriver + 207827
14  dyld                                0x0000000203ff6781 start + 3457
",,,,,,
"Рыба, икра, морепродукты",https://lenta.com/product/salaka-ne-potroshenaya-s-golovojj-razmorozhennaya-rossiya-888751/,"Ошибка: Message: invalid session id; For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#invalidsessionidexception
Stacktrace:
0   undetected_chromedriver             0x00000001032da988 undetected_chromedriver + 6842760
1   undetected_chromedriver             0x00000001032d1ffa undetected_chromedriver + 6807546
2   undetected_chromedriver             0x0000000102cc28d0 undetected_chromedriver + 452816
3   undetected_chromedriver             0x0000000102d09094 undetected_chromedriver + 741524
4   undetected_chromedriver             0x0000000102d3ca66 undetected_chromedriver + 952934
5   undetected_chromedriver             0x0000000102d36d71 undetected_chromedriver + 929137
6   undetected_chromedriver             0x0000000102d36577 undetected_chromedriver + 927095
7   undetected_chromedriver             0x0000000102c88f4f undetected_chromedriver + 216911
8   undetected_chromedriver             0x00000001032926a7 undetected_chromedriver + 6547111
9   undetected_chromedriver             0x0000000103296a94 undetected_chromedriver + 6564500
10  undetected_chromedriver             0x000000010327245a undetected_chromedriver + 6415450
11  undetected_chromedriver             0x0000000103297518 undetected_chromedriver + 6567192
12  undetected_chromedriver             0x0000000103261830 undetected_chromedriver + 6346800
13  undetected_chromedriver             0x0000000102c86bd3 undetected_chromedriver + 207827
14  dyld                                0x0000000203ff6781 start + 3457
",,,,,,
"Рыба, икра, морепродукты",https://lenta.com/product/rybnye-konservy-gorbusha-v-souse-1000-ostrovov-rossiya-185g-655008/,"Ошибка: Message: invalid session id; For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#invalidsessionidexception
Stacktrace:
0   undetected_chromedriver             0x00000001032da988 undetected_chromedriver + 6842760
1   undetected_chromedriver             0x00000001032d1ffa undetected_chromedriver + 6807546
2   undetected_chromedriver             0x0000000102cc28d0 undetected_chromedriver + 452816
3   undetected_chromedriver             0x0000000102d09094 undetected_chromedriver + 741524
4   undetected_chromedriver             0x0000000102d3ca66 undetected_chromedriver + 952934
5   undetected_chromedriver             0x0000000102d36d71 undetected_chromedriver + 929137
6   undetected_chromedriver             0x0000000102d36577 undetected_chromedriver + 927095
7   undetected_chromedriver             0x0000000102c88f4f undetected_chromedriver + 216911
8   undetected_chromedriver             0x00000001032926a7 undetected_chromedriver + 6547111
9   undetected_chromedriver             0x0000000103296a94 undetected_chromedriver + 6564500
10  undetected_chromedriver             0x000000010327245a undetected_chromedriver + 6415450
11  undetected_chromedriver             0x0000000103297518 undetected_chromedriver + 6567192
12  undetected_chromedriver             0x0000000103261830 undetected_chromedriver + 6346800
13  undetected_chromedriver             0x0000000102c86bd3 undetected_chromedriver + 207827
14  dyld                                0x0000000203ff6781 start + 3457
",,,,,,
"Рыба, икра, морепродукты",https://lenta.com/product/seld-file-v-masle-po-skandinavski-rossiya-240g-505629/,"Ошибка: Message: invalid session id; For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#invalidsessionidexception
Stacktrace:
0   undetected_chromedriver             0x00000001032da988 undetected_chromedriver + 6842760
1   undetected_chromedriver             0x00000001032d1ffa undetected_chromedriver + 6807546
2   undetected_chromedriver             0x0000000102cc28d0 undetected_chromedriver + 452816
3   undetected_chromedriver             0x0000000102d09094 undetected_chromedriver + 741524
4   undetected_chromedriver             0x0000000102d3ca66 undetected_chromedriver + 952934
5   undetected_chromedriver             0x0000000102d36d71 undetected_chromedriver + 929137
6   undetected_chromedriver             0x0000000102d36577 undetected_chromedriver + 927095
7   undetected_chromedriver             0x0000000102c88f4f undetected_chromedriver + 216911
8   undetected_chromedriver             0x00000001032926a7 undetected_chromedriver + 6547111
9   undetected_chromedriver             0x0000000103296a94 undetected_chromedriver + 6564500
10  undetected_chromedriver             0x000000010327245a undetected_chromedriver + 6415450
11  undetected_chromedriver             0x0000000103297518 undetected_chromedriver + 6567192
12  undetected_chromedriver             0x0000000103261830 undetected_chromedriver + 6346800
13  undetected_chromedriver             0x0000000102c86bd3 undetected_chromedriver + 207827
14  dyld                                0x0000000203ff6781 start + 3457
",,,,,,
"Рыба, икра, морепродукты",https://lenta.com/product/krevetki-korolevskie-nr-vm-110130-rossiya-500g-662569/,"Ошибка: Message: invalid session id; For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#invalidsessionidexception
Stacktrace:
0   undetected_chromedriver             0x00000001032da988 undetected_chromedriver + 6842760
1   undetected_chromedriver             0x00000001032d1ffa undetected_chromedriver + 6807546
2   undetected_chromedriver             0x0000000102cc28d0 undetected_chromedriver + 452816
3   undetected_chromedriver             0x0000000102d09094 undetected_chromedriver + 741524
4   undetected_chromedriver             0x0000000102d3ca66 undetected_chromedriver + 952934
5   undetected_chromedriver             0x0000000102d36d71 undetected_chromedriver + 929137
6   undetected_chromedriver             0x0000000102d36577 undetected_chromedriver + 927095
7   undetected_chromedriver             0x0000000102c88f4f undetected_chromedriver + 216911
8   undetected_chromedriver             0x00000001032926a7 undetected_chromedriver + 6547111
9   undetected_chromedriver             0x0000000103296a94 undetected_chromedriver + 6564500
10  undetected_chromedriver             0x000000010327245a undetected_chromedriver + 6415450
11  undetected_chromedriver             0x0000000103297518 undetected_chromedriver + 6567192
12  undetected_chromedriver             0x0000000103261830 undetected_chromedriver + 6346800
13  undetected_chromedriver             0x0000000102c86bd3 undetected_chromedriver + 207827
14  dyld                                0x0000000203ff6781 start + 3457
",,,,,,
"Рыба, икра, морепродукты",https://lenta.com/product/skumbriya-kusochki-ss-vu-rossiya-300g-897787/,"Ошибка: Message: invalid session id; For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#invalidsessionidexception
Stacktrace:
0   undetected_chromedriver             0x00000001032da988 undetected_chromedriver + 6842760
1   undetected_chromedriver             0x00000001032d1ffa undetected_chromedriver + 6807546
2   undetected_chromedriver             0x0000000102cc28d0 undetected_chromedriver + 452816
3   undetected_chromedriver             0x0000000102d09094 undetected_chromedriver + 741524
4   undetected_chromedriver             0x0000000102d3ca66 undetected_chromedriver + 952934
5   undetected_chromedriver             0x0000000102d36d71 undetected_chromedriver + 929137
6   undetected_chromedriver             0x0000000102d36577 undetected_chromedriver + 927095
7   undetected_chromedriver             0x0000000102c88f4f undetected_chromedriver + 216911
8   undetected_chromedriver             0x00000001032926a7 undetected_chromedriver + 6547111
9   undetected_chromedriver             0x0000000103296a94 undetected_chromedriver + 6564500
10  undetected_chromedriver             0x000000010327245a undetected_chromedriver + 6415450
11  undetected_chromedriver             0x0000000103297518 undetected_chromedriver + 6567192
12  undetected_chromedriver             0x0000000103261830 undetected_chromedriver + 6346800
13  undetected_chromedriver             0x0000000102c86bd3 undetected_chromedriver + 207827
14  dyld                                0x0000000203ff6781 start + 3457
",,,,,,
"Рыба, икра, морепродукты",https://lenta.com/product/seld-tihookeanskaya-file-kusochki-v-aromatizirovannom-masle-rossiya-180g-747959/,"Ошибка: Message: invalid session id; For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#invalidsessionidexception
Stacktrace:
0   undetected_chromedriver             0x00000001032da988 undetected_chromedriver + 6842760
1   undetected_chromedriver             0x00000001032d1ffa undetected_chromedriver + 6807546
2   undetected_chromedriver             0x0000000102cc28d0 undetected_chromedriver + 452816
3   undetected_chromedriver             0x0000000102d09094 undetected_chromedriver + 741524
4   undetected_chromedriver             0x0000000102d3ca66 undetected_chromedriver + 952934
5   undetected_chromedriver             0x0000000102d36d71 undetected_chromedriver + 929137
6   undetected_chromedriver             0x0000000102d36577 undetected_chromedriver + 927095
7   undetected_chromedriver             0x0000000102c88f4f undetected_chromedriver + 216911
8   undetected_chromedriver             0x00000001032926a7 undetected_chromedriver + 6547111
9   undetected_chromedriver             0x0000000103296a94 undetected_chromedriver + 6564500
10  undetected_chromedriver             0x000000010327245a undetected_chromedriver + 6415450
11  undetected_chromedriver             0x0000000103297518 undetected_chromedriver + 6567192
12  undetected_chromedriver             0x0000000103261830 undetected_chromedriver + 6346800
13  undetected_chromedriver             0x0000000102c86bd3 undetected_chromedriver + 207827
14  dyld                                0x0000000203ff6781 start + 3457
",,,,,,
"Рыба, икра, морепродукты",https://lenta.com/product/seld-fk-v-masle-s-luchkom-rossiya-400g-678609/,"Ошибка: Message: invalid session id; For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#invalidsessionidexception
Stacktrace:
0   undetected_chromedriver             0x00000001032da988 undetected_chromedriver + 6842760
1   undetected_chromedriver             0x00000001032d1ffa undetected_chromedriver + 6807546
2   undetected_chromedriver             0x0000000102cc28d0 undetected_chromedriver + 452816
3   undetected_chromedriver             0x0000000102d09094 undetected_chromedriver + 741524
4   undetected_chromedriver             0x0000000102d3ca66 undetected_chromedriver + 952934
5   undetected_chromedriver             0x0000000102d36d71 undetected_chromedriver + 929137
6   undetected_chromedriver             0x0000000102d36577 undetected_chromedriver + 927095
7   undetected_chromedriver             0x0000000102c88f4f undetected_chromedriver + 216911
8   undetected_chromedriver             0x00000001032926a7 undetected_chromedriver + 6547111
9   undetected_chromedriver             0x0000000103296a94 undetected_chromedriver + 6564500
10  undetected_chromedriver             0x000000010327245a undetected_chromedriver + 6415450
11  undetected_chromedriver             0x0000000103297518 undetected_chromedriver + 6567192
12  undetected_chromedriver             0x0000000103261830 undetected_chromedriver + 6346800
13  undetected_chromedriver             0x0000000102c86bd3 undetected_chromedriver + 207827
14  dyld                                0x0000000203ff6781 start + 3457
",,,,,,
"Рыба, икра, морепродукты",https://lenta.com/product/zheltyjj-polosatik-sushenyjj-ves-rossiya-378743/,"Ошибка: Message: invalid session id; For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#invalidsessionidexception
Stacktrace:
0   undetected_chromedriver             0x00000001032da988 undetected_chromedriver + 6842760
1   undetected_chromedriver             0x00000001032d1ffa undetected_chromedriver + 6807546
2   undetected_chromedriver             0x0000000102cc28d0 undetected_chromedriver + 452816
3   undetected_chromedriver             0x0000000102d09094 undetected_chromedriver + 741524
4   undetected_chromedriver             0x0000000102d3ca66 undetected_chromedriver + 952934
5   undetected_chromedriver             0x0000000102d36d71 undetected_chromedriver + 929137
6   undetected_chromedriver             0x0000000102d36577 undetected_chromedriver + 927095
7   undetected_chromedriver             0x0000000102c88f4f undetected_chromedriver + 216911
8   undetected_chromedriver             0x00000001032926a7 undetected_chromedriver + 6547111
9   undetected_chromedriver             0x0000000103296a94 undetected_chromedriver + 6564500
10  undetected_chromedriver             0x000000010327245a undetected_chromedriver + 6415450
11  undetected_chromedriver             0x0000000103297518 undetected_chromedriver + 6567192
12  undetected_chromedriver             0x0000000103261830 undetected_chromedriver + 6346800
13  undetected_chromedriver             0x0000000102c86bd3 undetected_chromedriver + 207827
14  dyld                                0x0000000203ff6781 start + 3457
",,,,,,
"Рыба, икра, морепродукты",https://lenta.com/product/seld-file-kusochki-v-masle-s-dymkom-rossiya-480g-336584/,"Ошибка: Message: invalid session id; For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#invalidsessionidexception
Stacktrace:
0   undetected_chromedriver             0x00000001032da988 undetected_chromedriver + 6842760
1   undetected_chromedriver             0x00000001032d1ffa undetected_chromedriver + 6807546
2   undetected_chromedriver             0x0000000102cc28d0 undetected_chromedriver + 452816
3   undetected_chromedriver             0x0000000102d09094 undetected_chromedriver + 741524
4   undetected_chromedriver             0x0000000102d3ca66 undetected_chromedriver + 952934
5   undetected_chromedriver             0x0000000102d36d71 undetected_chromedriver + 929137
6   undetected_chromedriver             0x0000000102d36577 undetected_chromedriver + 927095
7   undetected_chromedriver             0x0000000102c88f4f undetected_chromedriver + 216911
8   undetected_chromedriver             0x00000001032926a7 undetected_chromedriver + 6547111
9   undetected_chromedriver             0x0000000103296a94 undetected_chromedriver + 6564500
10  undetected_chromedriver             0x000000010327245a undetected_chromedriver + 6415450
11  undetected_chromedriver             0x0000000103297518 undetected_chromedriver + 6567192
12  undetected_chromedriver             0x0000000103261830 undetected_chromedriver + 6346800
13  undetected_chromedriver             0x0000000102c86bd3 undetected_chromedriver + 207827
14  dyld                                0x0000000203ff6781 start + 3457
",,,,,,
"Рыба, икра, морепродукты",https://lenta.com/product/krabovye-palochki-zam-rossiya-1000g-070814/,"Ошибка: Message: invalid session id; For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#invalidsessionidexception
Stacktrace:
0   undetected_chromedriver             0x00000001032da988 undetected_chromedriver + 6842760
1   undetected_chromedriver             0x00000001032d1ffa undetected_chromedriver + 6807546
2   undetected_chromedriver             0x0000000102cc28d0 undetected_chromedriver + 452816
3   undetected_chromedriver             0x0000000102d09094 undetected_chromedriver + 741524
4   undetected_chromedriver             0x0000000102d3ca66 undetected_chromedriver + 952934
5   undetected_chromedriver             0x0000000102d36d71 undetected_chromedriver + 929137
6   undetected_chromedriver             0x0000000102d36577 undetected_chromedriver + 927095
7   undetected_chromedriver             0x0000000102c88f4f undetected_chromedriver + 216911
8   undetected_chromedriver             0x00000001032926a7 undetected_chromedriver + 6547111
9   undetected_chromedriver             0x0000000103296a94 undetected_chromedriver + 6564500
10  undetected_chromedriver             0x000000010327245a undetected_chromedriver + 6415450
11  undetected_chromedriver             0x0000000103297518 undetected_chromedriver + 6567192
12  undetected_chromedriver             0x0000000103261830 undetected_chromedriver + 6346800
13  undetected_chromedriver             0x0000000102c86bd3 undetected_chromedriver + 207827
14  dyld                                0x0000000203ff6781 start + 3457
",,,,,,
"Рыба, икра, морепродукты",https://lenta.com/product/ikra-mintaya-podkopchennaya-v-masle-ves-rossiya-883737/,"Ошибка: Message: invalid session id; For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#invalidsessionidexception
Stacktrace:
0   undetected_chromedriver             0x00000001032da988 undetected_chromedriver + 6842760
1   undetected_chromedriver             0x00000001032d1ffa undetected_chromedriver + 6807546
2   undetected_chromedriver             0x0000000102cc28d0 undetected_chromedriver + 452816
3   undetected_chromedriver             0x0000000102d09094 undetected_chromedriver + 741524
4   undetected_chromedriver             0x0000000102d3ca66 undetected_chromedriver + 952934
5   undetected_chromedriver             0x0000000102d36d71 undetected_chromedriver + 929137
6   undetected_chromedriver             0x0000000102d36577 undetected_chromedriver + 927095
7   undetected_chromedriver             0x0000000102c88f4f undetected_chromedriver + 216911
8   undetected_chromedriver             0x00000001032926a7 undetected_chromedriver + 6547111
9   undetected_chromedriver             0x0000000103296a94 undetected_chromedriver + 6564500
10  undetected_chromedriver             0x000000010327245a undetected_chromedriver + 6415450
11  undetected_chromedriver             0x0000000103297518 undetected_chromedriver + 6567192
12  undetected_chromedriver             0x0000000103261830 undetected_chromedriver + 6346800
13  undetected_chromedriver             0x0000000102c86bd3 undetected_chromedriver + 207827
14  dyld                                0x0000000203ff6781 start + 3457
",,,,,,
"Рыба, икра, морепродукты",https://lenta.com/product/seld-iz-bochki-file-s-kozhejj-v-rassole-s-pryanostyami-rossiya-250g-442357/,"Ошибка: Message: invalid session id; For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#invalidsessionidexception
Stacktrace:
0   undetected_chromedriver             0x00000001032da988 undetected_chromedriver + 6842760
1   undetected_chromedriver             0x00000001032d1ffa undetected_chromedriver + 6807546
2   undetected_chromedriver             0x0000000102cc28d0 undetected_chromedriver + 452816
3   undetected_chromedriver             0x0000000102d09094 undetected_chromedriver + 741524
4   undetected_chromedriver             0x0000000102d3ca66 undetected_chromedriver + 952934
5   undetected_chromedriver             0x0000000102d36d71 undetected_chromedriver + 929137
6   undetected_chromedriver             0x0000000102d36577 undetected_chromedriver + 927095
7   undetected_chromedriver             0x0000000102c88f4f undetected_chromedriver + 216911
8   undetected_chromedriver             0x00000001032926a7 undetected_chromedriver + 6547111
9   undetected_chromedriver             0x0000000103296a94 undetected_chromedriver + 6564500
10  undetected_chromedriver             0x000000010327245a undetected_chromedriver + 6415450
11  undetected_chromedriver             0x0000000103297518 undetected_chromedriver + 6567192
12  undetected_chromedriver             0x0000000103261830 undetected_chromedriver + 6346800
13  undetected_chromedriver             0x0000000102c86bd3 undetected_chromedriver + 207827
14  dyld                                0x0000000203ff6781 start + 3457
",,,,,,
"Рыба, икра, морепродукты",https://lenta.com/product/rybnaya-konserva-gorbusha-naturalnaya-tihookeanskaya-rossiya-240g-774219/,"Ошибка: Message: invalid session id; For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#invalidsessionidexception
Stacktrace:
0   undetected_chromedriver             0x00000001032da988 undetected_chromedriver + 6842760
1   undetected_chromedriver             0x00000001032d1ffa undetected_chromedriver + 6807546
2   undetected_chromedriver             0x0000000102cc28d0 undetected_chromedriver + 452816
3   undetected_chromedriver             0x0000000102d09094 undetected_chromedriver + 741524
4   undetected_chromedriver             0x0000000102d3ca66 undetected_chromedriver + 952934
5   undetected_chromedriver             0x0000000102d36d71 undetected_chromedriver + 929137
6   undetected_chromedriver             0x0000000102d36577 undetected_chromedriver + 927095
7   undetected_chromedriver             0x0000000102c88f4f undetected_chromedriver + 216911
8   undetected_chromedriver             0x00000001032926a7 undetected_chromedriver + 6547111
9   undetected_chromedriver             0x0000000103296a94 undetected_chromedriver + 6564500
10  undetected_chromedriver             0x000000010327245a undetected_chromedriver + 6415450
11  undetected_chromedriver             0x0000000103297518 undetected_chromedriver + 6567192
12  undetected_chromedriver             0x0000000103261830 undetected_chromedriver + 6346800
13  undetected_chromedriver             0x0000000102c86bd3 undetected_chromedriver + 207827
14  dyld                                0x0000000203ff6781 start + 3457
",,,,,,
"Рыба, икра, морепродукты",https://lenta.com/product/ikra-gorbushi-zernistaya-rossiya-400g-862208/,"Ошибка: Message: invalid session id; For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#invalidsessionidexception
Stacktrace:
0   undetected_chromedriver             0x00000001032da988 undetected_chromedriver + 6842760
1   undetected_chromedriver             0x00000001032d1ffa undetected_chromedriver + 6807546
2   undetected_chromedriver             0x0000000102cc28d0 undetected_chromedriver + 452816
3   undetected_chromedriver             0x0000000102d09094 undetected_chromedriver + 741524
4   undetected_chromedriver             0x0000000102d3ca66 undetected_chromedriver + 952934
5   undetected_chromedriver             0x0000000102d36d71 undetected_chromedriver + 929137
6   undetected_chromedriver             0x0000000102d36577 undetected_chromedriver + 927095
7   undetected_chromedriver             0x0000000102c88f4f undetected_chromedriver + 216911
8   undetected_chromedriver             0x00000001032926a7 undetected_chromedriver + 6547111
9   undetected_chromedriver             0x0000000103296a94 undetected_chromedriver + 6564500
10  undetected_chromedriver             0x000000010327245a undetected_chromedriver + 6415450
11  undetected_chromedriver             0x0000000103297518 undetected_chromedriver + 6567192
12  undetected_chromedriver             0x0000000103261830 undetected_chromedriver + 6346800
13  undetected_chromedriver             0x0000000102c86bd3 undetected_chromedriver + 207827
14  dyld                                0x0000000203ff6781 start + 3457
",,,,,,
"Рыба, икра, морепродукты",https://lenta.com/product/ikra-lososevaya-zernistaya-1-sort-zhb-rossiya-140g-526894/,"Ошибка: Message: invalid session id; For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#invalidsessionidexception
Stacktrace:
0   undetected_chromedriver             0x00000001032da988 undetected_chromedriver + 6842760
1   undetected_chromedriver             0x00000001032d1ffa undetected_chromedriver + 6807546
2   undetected_chromedriver             0x0000000102cc28d0 undetected_chromedriver + 452816
3   undetected_chromedriver             0x0000000102d09094 undetected_chromedriver + 741524
4   undetected_chromedriver             0x0000000102d3ca66 undetected_chromedriver + 952934
5   undetected_chromedriver             0x0000000102d36d71 undetected_chromedriver + 929137
6   undetected_chromedriver             0x0000000102d36577 undetected_chromedriver + 927095
7   undetected_chromedriver             0x0000000102c88f4f undetected_chromedriver + 216911
8   undetected_chromedriver             0x00000001032926a7 undetected_chromedriver + 6547111
9   undetected_chromedriver             0x0000000103296a94 undetected_chromedriver + 6564500
10  undetected_chromedriver             0x000000010327245a undetected_chromedriver + 6415450
11  undetected_chromedriver             0x0000000103297518 undetected_chromedriver + 6567192
12  undetected_chromedriver             0x0000000103261830 undetected_chromedriver + 6346800
13  undetected_chromedriver             0x0000000102c86bd3 undetected_chromedriver + 207827
14  dyld                                0x0000000203ff6781 start + 3457
",,,,,,
"Рыба, икра, морепродукты",https://lenta.com/product/morskojj-koktejjl-iz-moreproduktov-v-masle-s-rozmarinom-i-oregano-rossiya-150g-715690/,"Ошибка: Message: invalid session id; For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#invalidsessionidexception
Stacktrace:
0   undetected_chromedriver             0x00000001032da988 undetected_chromedriver + 6842760
1   undetected_chromedriver             0x00000001032d1ffa undetected_chromedriver + 6807546
2   undetected_chromedriver             0x0000000102cc28d0 undetected_chromedriver + 452816
3   undetected_chromedriver             0x0000000102d09094 undetected_chromedriver + 741524
4   undetected_chromedriver             0x0000000102d3ca66 undetected_chromedriver + 952934
5   undetected_chromedriver             0x0000000102d36d71 undetected_chromedriver + 929137
6   undetected_chromedriver             0x0000000102d36577 undetected_chromedriver + 927095
7   undetected_chromedriver             0x0000000102c88f4f undetected_chromedriver + 216911
8   undetected_chromedriver             0x00000001032926a7 undetected_chromedriver + 6547111
9   undetected_chromedriver             0x0000000103296a94 undetected_chromedriver + 6564500
10  undetected_chromedriver             0x000000010327245a undetected_chromedriver + 6415450
11  undetected_chromedriver             0x0000000103297518 undetected_chromedriver + 6567192
12  undetected_chromedriver             0x0000000103261830 undetected_chromedriver + 6346800
13  undetected_chromedriver             0x0000000102c86bd3 undetected_chromedriver + 207827
14  dyld                                0x0000000203ff6781 start + 3457
",,,,,,
"Рыба, икра, морепродукты",https://lenta.com/product/semga-file-kusok-podkopchennyjj-belarus-300g-018194/,"Ошибка: Message: invalid session id; For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#invalidsessionidexception
Stacktrace:
0   undetected_chromedriver             0x00000001032da988 undetected_chromedriver + 6842760
1   undetected_chromedriver             0x00000001032d1ffa undetected_chromedriver + 6807546
2   undetected_chromedriver             0x0000000102cc28d0 undetected_chromedriver + 452816
3   undetected_chromedriver             0x0000000102d09094 undetected_chromedriver + 741524
4   undetected_chromedriver             0x0000000102d3ca66 undetected_chromedriver + 952934
5   undetected_chromedriver             0x0000000102d36d71 undetected_chromedriver + 929137
6   undetected_chromedriver             0x0000000102d36577 undetected_chromedriver + 927095
7   undetected_chromedriver             0x0000000102c88f4f undetected_chromedriver + 216911
8   undetected_chromedriver             0x00000001032926a7 undetected_chromedriver + 6547111
9   undetected_chromedriver             0x0000000103296a94 undetected_chromedriver + 6564500
10  undetected_chromedriver             0x000000010327245a undetected_chromedriver + 6415450
11  undetected_chromedriver             0x0000000103297518 undetected_chromedriver + 6567192
12  undetected_chromedriver             0x0000000103261830 undetected_chromedriver + 6346800
13  undetected_chromedriver             0x0000000102c86bd3 undetected_chromedriver + 207827
14  dyld                                0x0000000203ff6781 start + 3457
",,,,,,
"Рыба, икра, морепродукты",https://lenta.com/product/kizhuch-lomtiki-ss-rossiya-120g-269903/,"Ошибка: Message: invalid session id; For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#invalidsessionidexception
Stacktrace:
0   undetected_chromedriver             0x00000001032da988 undetected_chromedriver + 6842760
1   undetected_chromedriver             0x00000001032d1ffa undetected_chromedriver + 6807546
2   undetected_chromedriver             0x0000000102cc28d0 undetected_chromedriver + 452816
3   undetected_chromedriver             0x0000000102d09094 undetected_chromedriver + 741524
4   undetected_chromedriver             0x0000000102d3ca66 undetected_chromedriver + 952934
5   undetected_chromedriver             0x0000000102d36d71 undetected_chromedriver + 929137
6   undetected_chromedriver             0x0000000102d36577 undetected_chromedriver + 927095
7   undetected_chromedriver             0x0000000102c88f4f undetected_chromedriver + 216911
8   undetected_chromedriver             0x00000001032926a7 undetected_chromedriver + 6547111
9   undetected_chromedriver             0x0000000103296a94 undetected_chromedriver + 6564500
10  undetected_chromedriver             0x000000010327245a undetected_chromedriver + 6415450
11  undetected_chromedriver             0x0000000103297518 undetected_chromedriver + 6567192
12  undetected_chromedriver             0x0000000103261830 undetected_chromedriver + 6346800
13  undetected_chromedriver             0x0000000102c86bd3 undetected_chromedriver + 207827
14  dyld                                0x0000000203ff6781 start + 3457
",,,,,,
"Рыба, икра, морепродукты",https://lenta.com/product/seld-po-carski-tihookeanskaya-file-kusochki-v-masle-s-aromatom-dyma-rossiya-400g-686392/,"Ошибка: Message: invalid session id; For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#invalidsessionidexception
Stacktrace:
0   undetected_chromedriver             0x00000001032da988 undetected_chromedriver + 6842760
1   undetected_chromedriver             0x00000001032d1ffa undetected_chromedriver + 6807546
2   undetected_chromedriver             0x0000000102cc28d0 undetected_chromedriver + 452816
3   undetected_chromedriver             0x0000000102d09094 undetected_chromedriver + 741524
4   undetected_chromedriver             0x0000000102d3ca66 undetected_chromedriver + 952934
5   undetected_chromedriver             0x0000000102d36d71 undetected_chromedriver + 929137
6   undetected_chromedriver             0x0000000102d36577 undetected_chromedriver + 927095
7   undetected_chromedriver             0x0000000102c88f4f undetected_chromedriver + 216911
8   undetected_chromedriver             0x00000001032926a7 undetected_chromedriver + 6547111
9   undetected_chromedriver             0x0000000103296a94 undetected_chromedriver + 6564500
10  undetected_chromedriver             0x000000010327245a undetected_chromedriver + 6415450
11  undetected_chromedriver             0x0000000103297518 undetected_chromedriver + 6567192
12  undetected_chromedriver             0x0000000103261830 undetected_chromedriver + 6346800
13  undetected_chromedriver             0x0000000102c86bd3 undetected_chromedriver + 207827
14  dyld                                0x0000000203ff6781 start + 3457
",,,,,,
"Рыба, икра, морепродукты",https://lenta.com/product/gustera-vyalenaya-ves-rossiya-156092/,"Ошибка: Message: invalid session id; For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#invalidsessionidexception
Stacktrace:
0   undetected_chromedriver             0x00000001032da988 undetected_chromedriver + 6842760
1   undetected_chromedriver             0x00000001032d1ffa undetected_chromedriver + 6807546
2   undetected_chromedriver             0x0000000102cc28d0 undetected_chromedriver + 452816
3   undetected_chromedriver             0x0000000102d09094 undetected_chromedriver + 741524
4   undetected_chromedriver             0x0000000102d3ca66 undetected_chromedriver + 952934
5   undetected_chromedriver             0x0000000102d36d71 undetected_chromedriver + 929137
6   undetected_chromedriver             0x0000000102d36577 undetected_chromedriver + 927095
7   undetected_chromedriver             0x0000000102c88f4f undetected_chromedriver + 216911
8   undetected_chromedriver             0x00000001032926a7 undetected_chromedriver + 6547111
